CAS,smiles
1809085-30-0,Clc1cnc(cc1)OCc(n2)cc(n23)C(=O)N(C[C@H]3C)c4c(F)nccc4
1809336-93-3,Cc1cc(C)[nH]c(=O)c1CNC(=O)c(c2C)cc(Cl)c(c23)O[C@](O3)(C)[C@@H]4CC[C@@H]([NH+](C)C)CC4
1809427-19-7,FC(F)(F)Oc(cc1)ccc1S(=O)(=O)N[C@H]2[C@H](O)[C@H](CCC2)N3c(cccc4)c4Oc(c35)cccc5
1809427-20-0,FC(F)(F)Oc(cc1)ccc1S(=O)(=O)N[C@@H]2[C@@H](O)[C@@H](CCC2)N3c(cccc4)c4Oc(c35)cccc5
180977-34-8,CSCC[C@@H](C(=O)OC)NC(=O)c1ccc(NC[C@@H]([NH3+])CS)cc1-c2ccccc2
1809885-32-2,FC(F)(F)Oc(c(F)c1)ccc1NC(=O)NC2CCN(CC2)C(=O)[C@@H](C)CC
1809885-55-9,FC(F)(F)Oc(c(F)c1)ccc1NC(=O)NC2CCN(CC2)C(=O)[C@H](C)CC
1811-31-0,OC[C@@H](O)[C@H](O)[C@H](O)[C@H](C=O)NC(=O)C
1811510-56-1,c1cc(Cl)ccc1-c(c2N)cc(cn2)-c3cnc(N)cc3
181223-80-3,C1CCCC[NH+]1CCC(=O)Nc(cc2)cc(c23)C(\C(=O)N3)=C\c(c[nH]4)c(c45)cc(OC)cc5
18133-22-7,NC(=[NH2+])NCC(=O)Nc(cn1C)cc1C(=O)Nc2cn(C)c(c2)C(=O)NCCC(N)=[NH2+]
1813527-81-9,[nH]1ncc(c12)cc(cc2)NC(=O)C(=C3C)[C@@H](NC(=O)N3)c4cc(c(F)cc4)C(=O)NCc5ccccn5
1815598-71-0,c1ccccc1S(=O)(=O)NN2C(=O)/C(SC2=S)=C/C=C/c3ccco3
1815613-42-3,CC(C)C[C@@]([NH3+])(C)COc1c(C(F)F)nc(cc1)-c2cc(C(F)F)ncc2
1816331-66-4,[nH]1cccc1C(=O)N(C2)C[C@](C)(C(=O)N)c(c23)n(Cc(cc4)ccc4F)nc3C(=O)Nc5cc(C)c(OC)c(C)c5
18172-33-3,CC(=O)C(=C1[O-])C(=O)N2C(C)(C)[C@@H]([C@H]3[C@@H]12)Cc4c5c([nH]cc35)ccc4
18172-67-3,C=C([C@@H]12)CC[C@H](C1)C2(C)C
1817626-54-2,COc(c1)c(C(=O)N)cc(c12)ccnc2OC[C@@H]3[C@H](CC)[C@H](F)C(=O)N3
1817698-21-7,C1C[NH2+]CCC1n(c2)nc(c2Cl)C(=O)Nc3c[nH]nc3-c4ncccc4
1817791-73-3,CCc1cccc(CC)c1NC(=O)c2ccn(c23)c4c(CC3)cnc(n4)Nc5ccc(cc5OC)N6CC[NH+](C)CC6
1818314-88-3,N#Cc(c1)cccc1COc2cc(c(Cl)cc2C[N@H+]([C@H]3C(=O)[O-])C[C@H](O)C3)OCc4cccc(c4C)-c(cc5)cc(c56)OCCO6
1818339-66-0,FC(F)Oc1cnc(cc1)C(=O)Nc2csc(n2)[C@@]34[C@@H](C[C@H](C)OC3)CSC(=N4)N
1818389-84-2,c1cnccc1-c(o2)ccc2C(=O)Nc3c(ccc(C(F)(F)F)c3)N4CC[NH+](CC4)Cc5ccccn5
1818428-24-8,CC(=C)[C@@H]1CCC(C)=C[C@H]1C(C(=O)C2=O)=C([O-])C(=C2CCCCC)NCc3ccccc3
1819986-22-5,C1COCCC1OC(=O)OCOC(=O)[C@H]2CCCN2C(=O)CCCCC(=O)N3[C@H](CCC3)C(=O)OCOC(=O)OC4CCOCC4
18200-13-0,[n-]1nnnc1-c2ccccc2Nc3cccc(c34)CCCC4
182004-65-5,NC(=[NH2+])SCCc1ccc(cc1)OCc2ccc([N+]([O-])=O)cc2
1820565-69-2,C[C@@H](C1)C[C@H]([NH3+])C[C@@H]1c(ccnc2)c2NC(=O)c3nc(c(F)cc3)-c4c(F)cccc4F
1820684-31-8,Cc(c1)ncn1-c(c2)cc(cc2C(F)(F)F)NC(=O)c3cc(c(C)cc3)Nc4nccc(n4)[C@@H]5CN(C(=O)C=C)CCC5
1820708-73-3,Nc(n1)oc(c12)c3c(c(c2)C)cccc3
1820787-94-7,N#Cc(c1)ccc(c12)ncnc2N[C@@H]3CC[C@H](CC3)[NH+]4CCOCC4
1820812-16-5,C1OCC[C@H](O)[C@H]1N(C2=O)Cc(c23)c(F)c(C)c(c3)Cc4ccc(cc4)-n5cccn5
1821-02-9,CCCC(=O)C([O-])=O
1821280-29-8,c1ccccc1-c2c(c(=O)[nH]c(c23)ccc(Cl)c3)C(=O)/C=C/c4cc(F)cnc4
1821370-70-0,CCOC(=O)c1ccc(nc1)-c2ncc(s2)C(=O)OCC
1821-52-9,[O-]C(=O)[C@@H](O)Cc(c[nH]1)c(c12)cccc2
18233-70-0,CC(=O)NCCCC[NH3+]
18234-46-3,O=Cc(cc1)c(c12)cocc2COC(=O)C
182349-12-8,Cc1cncc(c1)C[N@H+]2CCC(CC2)=C3c(nccc4)c4CCc(c35)cc(Cl)cc5
182431-12-5,c1cccc(c12)c3c(cccc3)C2(C(=O)NCC(F)(F)F)CCCC[N@H+]4CC[C@@H](CC4)NC(=O)c5ccccc5-c6ccc(C(F)(F)F)cc6
182498-32-4,Brc1ccccc1NC(=O)Nc2ccc([N+]([O-])=O)cc2O
1825345-33-2,c1cccc(c12)c(=O)[nH]nc2Cc3cccc(c3)C(=O)N4CCN(CC4)c5ncccc5C#N
182563-08-2,c1cc(F)ccc1C(=O)Nc(c2)ccc(c23)[nH]cc3[C@@H]4CC[N@@H+](C)CC4
182760-06-1,Fc1cc(F)ccc1[C@@](O)(Cn2cncn2)[C@@H](C)c3nc(cs3)-c4ccc(C#N)cc4
18294-85-4,O=C([O-])[C@H](O)CCCC([O-])=O
183133-96-2,c1ccccc1[C@H](NC(=O)OC(C)(C)C)[C@@H](O)C(=O)O[C@@H](C2)C(C)=C([C@H](C3=O)OC)C(C)(C)[C@]2(O)[C@H]([C@@H]([C@]34C)[C@@]5(OC(=O)C)[C@H](OC5)C[C@@H]4OC)OC(=O)c6ccccc6
1831830-20-6,c1cccc(c12)c(nn(C)c2=O)Cc(n3C)nnc3SCCCCCCCC(=O)Nc4cccc(c4)C(=O)OCC
183204-72-0,O=c1c(Cl)c([n-]c(=O)[nH]1)C[N+]2=C(N)CCC2
183232-66-8,C1CCCCN1NC(=O)c2nn(-c3ccc(Cl)cc3Cl)c(c2C)-c4ccc(I)cc4
1832576-04-1,c1c(Cl)nn(c12)c([C@H](C)OC)c(cn2)NC(=O)Nc3ccnc(C(F)(F)F)c3
1832578-30-9,Clc(n1)cc(n12)ncc(c2[C@@H](OC)[C@@H](C)OC)NC(=O)Nc3cc(Cl)c(nc3)-n4nccn4
1832686-44-8,[NH2+]=C(N)c1cccc(c1)N2C[C@H](C)CN(C2=O)C[C@@H]3CC[N@H+](CC3)Cc4ccccc4
18331-34-5,S=C1N(CC)C(=O)/C(S1)=C/c2ccccc2
1835283-94-7,C1C[NH2+]CCC1(N)C(=O)NCCCn2cc(-c3ccc(OC(F)(F)F)cc3)c(c24)cc(cc4)C[NH+]5CCN(CC5)Cc6c(Cl)cccc6Cl
18356-28-0,C1CC(=O)N(C12)C(=O)CC2
183675-82-3,CC(C)C[C@@H](C)c(scc1)c1NC(=O)c2cn(C)nc2C(F)(F)F
18378-20-6,n1onc(c12)c([N+](=O)[O-])ccc2NCc3ccccc3
18378-89-7,O[C@]1(C)[C@H](O)[C@@H](C)O[C@H](C1)O[C@H](C2)[C@@H](O)[C@@H](C)O[C@H]2O[C@H](C3)[C@H](O)[C@@H](C)O[C@H]3O[C@H](C4=O)[C@H]([C@H](OC)C(=O)[C@@H](O)[C@H](O)C)Cc(c45)cc6c(c5O)c(O)c(C)c(c6)O[C@@H]7O[C@H](C)[C@@H](O)[C@@H](C7)O[C@@H]8O[C@H](C)[C@@H](O)[C@@H](C8)O
1838123-21-9,C1CC=C(C)[C@@H]1NC(=O)Nc2ccc(Cl)c(c2[O-])S(=O)(=O)[C@]3(C)COCC3
1838123-22-0,C1OCC[C@@]1(C)S(=O)(=O)c2c([O-])c(ccc2Cl)NC(=O)N[C@H]3C(C)=CCC3
1838651-58-3,FC(F)(F)C1(CC1)c(cc2)ccc2CC(=O)Nc3nn(cc3)Cc4ncc(C#N)cc4
1839150-63-8,CN(C)c1cc[n+](cc1)Cc2ccc(cc2)OCCOc3ccc(cc3)C[n+]4ccc(N(C)C)cc4
184025-19-2,C1CC1C(=O)c2ccc(cc2)OCCCc3c[nH]c[nH+]3
1841464-21-8,c1cc(F)ccc1CCNC(=O)CCCn(nc2C)c(=O)c(c23)nn(c3)-c4ccc(C)cc4
18444-66-1,CC(=O)OC(C)(C)\C=C\C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@](C)([C@@]12C)[C@H]3[C@@](C)(C(=O)C2)[C@H]4C(=CC3)C(C)(C)C(=O)C(O)=C4
184475-71-6,Oc(c1)c(OC)cc(c12)ncnc2Nc3ccc(F)c(Cl)c3
18449-41-7,C1[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]([C@]12C)[C@H](O)C[C@]3(C)[C@@H]2CC=C4[C@@]3(C)CC[C@]5(C([O-])=O)[C@H]4[C@@H](C)[C@H](C)CC5
18457-55-1,OCC1=CC[C@@H](C(C)=C)CC1
1846570-31-7,Cc(o1)ccc1-c([nH+]2)cc(N[C@@H](CC3)CC[N@@H+]3C)c(c24)cc(OC)c(c4)OCCC[NH+]5CCCC5
1846-76-0,CCOC(=O)c(c1)c(=O)oc(c12)cccc2
1847-24-1,O=C([O-])[C@H]1C(C)(C)S[C@@H](N12)[C@@H](C2=O)NC(=O)c3c(noc3C)-c4c(F)cccc4Cl
1848242-58-9,Fc1cc(F)c(cc1)S(=O)(=O)Nc2cc(cnc2OC)-c(c3)ccc(n34)ncc(Cl)c4=O
18490-95-4,O=C1C[C@@H](C(=O)[O-])c(c12)c3c(c(o2)=O)cc(O)c(O)c3O
1849590-01-7,C1CCCCC12n3c(C(=O)N2)c(C)cc(c3=O)Nc4ncnc(N)c4
1849603-72-0,OCCN(C)c(c1)ccc(c12)nc(C3(F)CC3)nc2N4CCC(CC4)c5c(OC)cccc5
1850276-58-2,c1ccccc1C(=O)C(=O)c(n(c23)ccc(c3)C)c(n2)-c4ccccc4
1850385-64-6,Fc(c1)ccc(c12)N([C@H](CO2)CC(=O)NC)C(=O)c(cc3)cc(c34)NC(=O)CO4
185039-89-8,Clc1cccc(Cl)c1-c(c(=O)n2C)cc(c23)cnc(n3)Nc4ccc(cc4)OCC[NH+](CC)CC
18512-30-6,Oc1cc(O)cc(c12)cc(O)cc2O
1851373-36-8,c1cncc(c1C(=O)[O-])NC[C@H](CCC2)c(c23)ccc(c3)N(C)c4ccccc4
1852-04-6,[O-]C(=O)CCCCCCCCCC([O-])=O
185213-52-9,C/C=C(/C)C(=O)O[C@@H](C1)[C@@H](C(C(O2)=O)=C)[C@H]2/C=C(/C)C[C@@H](C=C13)OC3=O
185222-90-6,c1ccccc1COC(=O)C(=C(c2ccccc2)NC(C)=C3C(=O)OCC)[C@@H]3C#Cc4ccccc4
185517-21-9,CCCCCC[C@H](C([O-])=O)CCC
1855860-24-0,c1cc(C)cnc1-c(c2=O)cn(CC3CCOCC3)cc2C(=O)Nc4ccc(c(F)c4)-c5cc(cnc5N)-c6ccc(c(c6)OC)OC[C@@H]7OCCOC7
1857417-10-7,FC(F)(F)Cc(c1)sc(c12)ncnc2N[C@@H]3CC[N@H+](CC3)Cc(c(O)c4)cc(c45)cc(C#N)n5Cc6c[nH]nc6
1857417-13-0,FC(F)(F)Cc(c1)sc(c12)ncnc2N[C@@H]3CC[N@H+](CC3)Cc(cc4)c(C)c(c45)cc(C#N)n5Cc6c[nH]nc6
1858206-76-4,C=CC(=O)N(CCC1)C[C@@H]1n2nc(c(c23)c(N)n[nH]c3=O)-c4ccc(cc4)Oc5ccccc5
1859141-26-6,c1cccc(c2=O)c1sc(c23)c(C)ccc3NCC[N@H+](C)CCNc(cc[nH+]4)c(c45)ccc(Cl)c5
18598-63-5,SC[C@H](N)C(=O)OC
185991-07-5,c1cccnc1C[NH2+]Cc2ccc(cc2)CN3CC[NH2+]CCCNCC[NH2+]CCC3
18607-90-4,CCC(=O)c(c(O)c1)cc(c12)OCO2
1860875-51-9,c1cc(Cl)ccc1C(F)(F)C(=O)NCc(c2)ccc(c23)C(=O)N(C3)[C@@H]4CCC(=O)NC4=O
1861-40-1,FC(F)(F)c1cc([N+]([O-])=O)c(c([N+]([O-])=O)c1)N(CC)CCCC
186185-03-5,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c2cccc(c2)NC(=O)NCCC[N@H+]3CC[C@@H](CC3)c4cccc(c4)OC
1862238-00-3,Cc(n1)cc(C)nc1SCC(=O)Nc2ncc(s2)Cc3cccc(c3)OCc4cn(nn4)Cc5ccccc5
186268-78-0,O=C([O-])[C@H]1N(CCC1)C(=O)C(=O)C(C)(C)CC
186392-65-4,Clc(c1)ccc(c12)[nH]c(c2)C(=O)N[C@@H](Cc3ccccc3)[C@@H](O)C(=O)N4C[C@@H](O)[C@@H](O)C4
18642-23-4,CC(C)=CCc(c1)c(O)cc(oc2=O)c1c(c23)oc4c3ccc(c4)O
186452-09-5,CCC(C)(C)C(=O)C(=O)N(CCC1)[C@@H]1C(=O)OCCCc2cccnc2
186497-07-4,COc1nc(C)cnc1[N-]S(=O)(=O)c2cccnc2-c3ccc(cc3)-c4nnco4
186543-64-6,c1cc(F)ccc1C(=O)Nc(c2)ccc(c23)[nH]c4c3C[C@H]([NH+](C)C)CC4
186544-26-3,c1cc(F)ccc1C(=O)Nc(c2)ccc(c23)[nH]c4c3C[C@H]([NH+](C)C)CC4
18656-96-7,O[C@@H]1[C@@H](O)[C@H](O)[C@@H](C([O-])=O)O[C@H]1Oc(c[nH]2)c(c23)c(Cl)c(Br)cc3
186610-89-9,O=CN1CCN(CC1)c2ccc(cc2)/C=C(\C(=O)N3)c(c34)cccc4
186611-04-1,c1cccc(c12)C(\C(=O)N2)=C\c3ccccc3OC
186611-11-0,c1cccc(c12)C(\C(=O)N2)=C\c3ccccc3OCC
186611-52-9,c1cccc(c12)C(\C(=O)N2)=C/c3c(OC)cc(OC)cc3OC
1866-39-3,Cc1ccc(cc1)/C=C/C([O-])=O
186689-07-6,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](C=O)Nc(c(c12)non2)ccc1[N+]([O-])=O
18674-16-3,CC(=O)O[C@@H](C(C)(O)C)[C@@H](O)C[C@@H](C)C(CC1)=C([C@@]1(C)[C@]23C)C[C@H](O)[C@H]3[C@]4(C)[C@@H](CC2)C(C)(C)C(=O)CC4
186763-78-0,CC(C)=CC\C=C(C)\[C@@H](CC1)[C@H]([C@]1(C)[C@]23C)[C@H](O)C[C@@H]3[C@]4(C)[C@@H](CC2)C(C)(C)[C@H](CC4)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@H]6[C@H](O)[C@@H](O)[C@H](O)[C@H](O6)CO
1867-73-8,CNc1ncnc(c12)n(cn2)[C@H]3[C@H](O)[C@H](O)[C@H](O3)CO
1869912-40-2,O=C1N(C)CC[N@H+]([C@@H]1C)CCOc2ccc(cc2)C3CCN(CC3)c(n4)ccc(n45)nnc5OC
18711-16-5,O=C(N1)/C(=N\O)c(c12)ccc(Cl)c2Cl
187164-19-8,Clc1cc(Cl)ccc1[C@@H]2CS/C(S2)=C(/C#N)n3ccnc3
187235-37-6,FC(F)(F)Oc1ccc(cc1)CO[C@H](CO2)Cn(c23)cc(n3)[N+]([O-])=O
1872387-43-3,c1c(Cl)ccc(c12)c(cc[nH+]2)NCCCCCC[NH+](C)CCCCCCNc(cc[nH+]3)c(c34)ccc(Cl)c4
18725-37-6,CC(=O)SC[C@@H](C([O-])=O)NC(=O)C
187269-40-5,OC[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](O1)Oc2ccc(cc2-c3cc(CC([O-])=O)ccc3)CCCCCCc4ccc(c(c4)-c5cc(CC([O-])=O)ccc5)O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]6O
1873358-87-2,FC(F)(F)C(O)(C(F)(F)F)c1cc(F)c(cc1)-c2ccc(cc2)NC(=O)Cc3ccccc3[N+]([O-])=O
187389-52-2,COC(=O)C[C@@H](C(=O)CF)NC(=O)[C@H](C)NC(=O)[C@H](C(C)C)NC(=O)OCc1ccccc1
1874276-76-2,CC1([NH3+])CCN(CC1)c(cccn2)c2NC(=O)c(c3N)nc(cn3)-c4ncccc4C(F)(F)F
1875036-74-0,[NH3+]Cc(cc1)ccc1NC(=O)c2ncnc(c2C)N(CC3)CCC3(C#N)c4ccccc4
1875036-75-1,[NH3+]Cc1cccc(c1)CNc2ncnc(c23)c(ncn3)N4CC[NH+](CC4)Cc5ccccc5
187523-35-9,FC(F)(F)c(c1)ccc(c12)[C@](F)(C(=O)N2)c3cc(Cl)ccc3OC
1876450-21-3,c1ccccc1C[C@@H](C([O-])=O)NC(=O)[C@H](CCC2)N2C(=O)[C@H](CCSC)NC(=O)[C@H]3N(CCC3)C(=O)CNC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](Cc4c[nH+]c[nH]4)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC5=O)CCCNC(N)=[NH2+])CSSC[C@H]([NH3+])C(=O)N[C@H](C(=O)N([C@H]56)CCC6)CCCNC(N)=[NH2+]
1878-66-6,[O-]C(=O)Cc1ccc(Cl)cc1
187870-78-6,[NH2+]=C(N)NC(=O)c1cc(S(=O)(=O)C)c(S(=O)(=O)C)cc1C
18794-77-9,CCCCCCc1cccs1
18797-79-0,O1COc(cc2)c1c(c2[C@]34C)C[N@@H+](C)[C@@H]3c5c(C[C@@H]4O)cc6c(c5)OCO6
18797-80-3,O1COc(c2)c1cc(C[C@@H]3OC(=O)C)c2[C@H]([C@]34C)[N@H+](C)Cc5c4ccc6c5OCO6
187986-17-0,CSCC[C@H](C(=O)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H]([NH3+])Cc(c[nH]2)c(c23)cccc3
1879887-96-3,C1COCCN1c([nH+]c2=O)oc(c23)c(ccc3)-c(ccc4)c(c45)sc6c5cccc6
188011-69-0,O=C([O-])CCC(=O)Nc1ncc(Br)cc1
188116-07-6,C1COCC[N+]1=C(NC2=O)CN2c3ccc(Cl)cc3
188247-01-0,C[NH+]1CCN(CC1)c(cc2)cc(c23)[nH]c(n3)-c(cc4)cc(c45)[nH]c(n5)-c6ccc(N(C)C)cc6C
18829-70-4,c1c(O)cc(O)c(c12)C[C@@H](O)[C@@H](O2)c3ccc(O)c(O)c3
1883423-59-3,[nH]1nc(C)c(c12)cc(cn2)C(=O)N3[C@@H](CCC3)c4ccc(Cl)cc4
1883429-21-7,C[NH+](C)Cc1c(OC)cc(cc1OC)-c2cn(C)c(=O)c(c23)cncc3
188343-77-3,C[N@H+]1CC[C@@H](CC1)c2cc(-c3ccncc3)c([nH]2)-c4ccc(F)cc4
1883545-52-5,c1cc(F)ccc1C(c2ccc(F)cc2)NC(=O)C3(CCCC3)NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)C(CC)(CC)NC(=O)C(C)C
1883545-60-5,c1nn(C)cc1-c(ccc2O)cc2-c3nccc(n3)NC[C@H]([NH3+])CC
1883548-91-1,Cc1ccc(c(Br)c1)OCCSc2ncccn2
1883602-20-7,s1cccc1-c(c2C#N)nc([n-]c2=O)SCc3cccc(c3)-c4nnn[n-]4
1883602-21-8,s1cccc1-c(c(c2=O)C#N)nc([n-]2)SCc3cccc(c3)CC([O-])=O
1883650-95-0,N#CC(=C1)C(=O)C(C)(C)[C@H](CC2)[C@@]1(C)C3=CC(=O)[C@@H]([C@]4(C)[C@]23C)[C@H]5[C@@](CC4)(CCC(C)(C5)C)C(=O)n6cc(nc6)-c7cccnc7
1883650-96-1,N#CC(=C1)C(=O)C(C)(C)[C@H](CC2)[C@@]1(C)C3=CC(=O)[C@@H]([C@]4(C)[C@]23C)[C@H]5[C@@](CC4)(CCC(C)(C5)C)C(=O)n6cc(nc6)-c7ncccc7
1883711-97-4,n1cn(C)c(c12)c(=O)n(cn2)Cc3nc(no3)CCc4ccc(Cl)cc4
1883-75-6,OCc1ccc(o1)CO
1884220-36-3,CNC(=O)c1ccccc1Oc2nc(ncc2Br)Nc3cc(OC)c(OC)c(c3)OC
1884461-72-6,Cc1cc(C)cc(C)c1\N=c(\n(c2=O)CCNC(=O)N)cc(n23)c4c(CC3)cc(OC)c(c4)OC
188532-26-5,O=C1NC(=O)[C@H](S1)Cc2cc(C(C)(C)C)c(O)c(c2)C(C)(C)C
188591-46-0,c1cc(Cl)ccc1C(=O)NCCS(=O)(=O)c2ncc(C(F)(F)F)cc2
188627-80-7,c1cccc(c12)c(c[nH]2)C[C@@H](C3=O)NC(=O)[C@H](CC([O-])=O)NC(=O)CNC(=O)[C@H](CCCCNC(N)=[NH2+])NC(=O)CCSSC[C@@H](C(=O)N)NC(=O)[C@@H](N34)CCC4
1887014-12-1,N#Cc1ccc(c(=O)n1C)N[C@@H](C)c(c2)c(=O)[nH]c(c23)ccc(Cl)c3
188817-13-2,COc(cc1)ccc1-n(nc2C(F)(F)F)c(c2)-c3ccc(Cl)cc3
1888305-96-1,Fc1cccc(Br)c1C(=O)c2c[nH]c(c2)C(=O)Nc3cccnc3
188936-12-1,CCOC(=O)c1cnc(C(F)(F)F)nc1NN2C(=O)C(C)=CC2=O
1889-67-4,c1ccccc1C(C)(C)C(C)(C)c2ccccc2
1890169-95-5,c1ccccc1CC(=O)Nc2nnc(s2)N3CCC(CC3)Nc4nnc(s4)NC(=O)Cc5ccccc5
189060-98-8,c1cccc(C2)c1c(c23)ccc(c3)C(=O)NCCCC[NH+]4CCN(CC4)c5cccc(Cl)c5Cl
189197-69-1,c1cc(Br)ccc1C(=O)c2ccc(cc2F)OCCCCCC[N@H+](C)CC=C
1892-22-4,O=C1NCCC[C@@H]1[NH3+]
1892576-58-7,N#Cc(c1)cccc1C(=O)Nc(cn2)c(C(F)(F)F)c(c23)c(cn3C)C4CCN(CC4)C(=O)C(C)C
189290-58-2,COc(c1)c(OC)cc(c12)c(ncn2)Nc3cccc(I)c3
1893-33-0,C1CCCCN1[C@]2(C(=O)N)CC[N@H+](CC2)CCCC(=O)c3ccc(F)cc3
1893415-00-3,c1ccccc1[C@H]([C@H](C(C)C)NC(=O)C(F)(F)C)Oc(c2)ccc(c23)n(nc3)-c4ccc(=O)n(c4)C
189349-50-6,c1ccccc1COC(=O)N2[C@H](C(=O)NC(C)(C)C)CN(CC2)c(nc3N)[nH+]c(c34)cc(OC)c(c4)OC
189388-22-5,c1ccccc1C[C@@H](C(=O)N)NC(=O)[C@H](Cc(c[nH]2)c(c23)cccc3)NC(=O)[C@H]4N(CCC4)C(=O)[C@@H]([NH3+])Cc5ccc(O)cc5
189453-10-9,Cc(n1)scc1\C=C(C)\[C@@H](OC(=O)C[C@@H]2O)C/C=C(C)\CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C2(C)C
1895050-66-4,N#CN(CC1)C[C@H]1C(=O)Nc2ncc(s2)N3CCOCC3
18956-16-6,Oc1cc(O)cc(OC)c1C(=O)/C=C/c2ccccc2
1895895-38-1,CC(=O)Nc1cc(ccn1)Oc(cc2)c(C)c(c23)nc(n3C)Nc4ccc(F)cc4F
189744-94-3,Nc1nc(C)ncc1C[N@@H+]2CC=C(CC2)c3ccccc3
18979-61-8,CCCCc1c(O)cc(O)cc1
1898283-02-7,OC(C)(C)c1[nH+]ccc(c1)Nc2nccc(c2)Oc3cn(C4CC4)nc3C5CCOCC5
1898-66-4,c1ccccc1N(c(c2[N+](=O)[O-])c([N+]([O-])=O)cc([N+]([O-])=O)c2)c3ccccc3
189950-66-1,CC(=O)N[C@@H](CC([O-])=O)C(=O)N[C@@H](CCC([O-])=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C([O-])=O)CC(=O)Nc1ccc([N+]([O-])=O)cc1
189954-96-9,C1CC1COC(C(=O)OC2(C)C)=C2c3ccc(S(=O)(=O)C)cc3
1903008-80-9,C1COCCN1c2cc(OC)c(cc2NC(=O)C=C)Nc3nccc(n3)-n4nc(c(c4)C[NH+](C)C)-c5ccccc5
1903768-17-1,c1ccc(Br)nc1NC(=O)[C@H]2N(C[C@H](F)C2)C(=O)Cn(nc3C(=O)C)c(c34)ccc(c4)-c5cnc(C)nc5
1903783-48-1,Clc1ccc(Cl)c(c12)[C@](O)(C(=O)N2)CC(=O)c3ccc(cc3)C4CC4
190383-13-2,CC(C)[C@@H](C(=O)N)NC(=O)[C@H](CCCC[NH3+])NC(=O)CNC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]([NH3+])CO
19046-60-7,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
19057-60-4,O[C@@H]1[C@@H](O)[C@H](C)O[C@H]([C@@H]1O)O[C@H]2[C@H](O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O[C@@H]2CO)O[C@@H](CC4)CC(=CC5)[C@@]4(C)[C@@H](CC[C@@]67C)[C@@H]5[C@@H]6C[C@H](O8)[C@@H]7[C@H](C)[C@]89OC[C@H](C)CC9
1906919-67-2,Clc1c(Cl)ccc(c1)C2=NN(C[C@@H]2N(CC)C(=O)CO)/C(=N\C#N)Nc3cccc(c3)OC(F)F
190791-29-8,c1cc(O)cc(c12)CC[C@H](c3ccccc3)[C@@H]2c4ccc(cc4)OCC[NH+]5CCCC5
19083-00-2,O1C[C@H](C)CC[C@@]12[C@@H](C)[C@@H]3[C@]4(C)[C@@H](C[C@@H]3O2)[C@H]5[C@H](CC4)[C@]6(C)C(=CC5)C[C@H](CC6)O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@H]8[C@H](O)[C@@H](O)[C@H](O)[C@H](O8)CO)[C@H]7O[C@@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O
1910124-24-1,C[C@@H]1C[NH2+]CCN1c(cc(c23)n(C)c(=O)n3C)c(c2)NC(=O)c4ccccc4OC
191089-60-8,COc1c(OC)c(OC)cc(c1)/C=C/CCC[N@@H+]2CCN(CCC2)CCC/C=C/c3cc(OC)c(OC)c(c3)OC
191114-48-4,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]([C@@H]2O)O[C@H](C)C[C@@H]2[NH+](C)C)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]([C@@]13C)N(C(O3)=O)CCCCn4cc(nc4)-c5cccnc5
1911564-39-0,n1cnc(N)c(n12)c(C(F)(F)F)cc2-c3ccc(C#N)c(c3)N(C4=O)CCN(C(=O)C)C4(C)C
1912-24-9,CC(C)Nc1nc(Cl)nc(n1)NCC
1912-33-0,COC(=O)Cc(c[nH]1)c(c12)cccc2
1912445-55-6,Cc1c(C)[nH]c(c12)c(C(=O)N)cc(F)c2N3C[C@H](CCC3)NC(=O)C#CC
19130-96-2,O[C@@H]1[C@@H](CO)[NH2+]C[C@H](O)[C@H]1O
1913291-02-7,CCNS(=O)(=O)c1ccc(cc1)COc(c2)ccc(c23)nc4c(o3)cc(=O)cc4
1914078-41-3,C[NH+](C)C(CC1)CCN1CCn(c(c23)ncnc2N)nc3-c4cc(OC)c(cc4)NC(=O)OC(C)(C)C
